department,code,year,marks,mean,sd,min,q10,q25,median,IQR,q75,q90,q95,max
Statistics,ST213,2019/20,38,76.2,16.4,30.0,50.0,67.2,81.0,20.5,87.8,93.3,94.4,97.0
Statistics,ST213,2020/21,40,70.2,8.7,48.0,62.7,67.0,70.5,10.2,77.2,81.1,82.0,84.0
Statistics,ST213,2021/22,37,62.8,21.0,0.0,39.0,49.0,67.0,31.0,80.0,83.6,90.2,93.0
Statistics,ST213,2022/23,31,64.1,17.6,25.0,45.0,51.5,68.0,26.0,77.5,83.0,86.0,92.0
Statistics,ST213,2023/24,46,68.4,18.2,22.0,44.0,57.0,68.5,27.0,84.0,87.5,94.0,99.0
Statistics,ST226,2019/20,167,66.8,17.8,5.0,44.6,56.0,66.0,25.5,81.5,89.0,92.7,99.0
Statistics,ST226,2020/21,126,59.7,17.3,0.0,41.5,53.0,62.0,17.0,70.0,76.5,81.0,95.0
Statistics,ST226,2021/22,103,67.4,16.4,0.0,49.2,60.0,69.0,19.0,79.0,84.8,88.8,94.0
Statistics,ST226,2022/23,106,64.6,17.7,0.0,41.0,55.0,66.0,23.0,78.0,86.0,87.8,93.0
Statistics,ST226,2023/24,99,61.4,16.0,0.0,45.0,57.0,63.0,14.0,71.0,78.2,81.1,84.0
Statistics,ST227,2019/20,164,72.6,8.4,50.0,62.0,67.8,72.5,10.2,78.0,83.0,85.8,90.0
Statistics,ST227,2020/21,128,76.3,11.9,0.0,70.0,75.0,80.0,7.0,82.0,83.0,83.0,85.0
Statistics,ST227,2021/22,127,67.1,12.2,39.0,47.6,59.0,68.0,18.0,77.0,82.0,84.0,93.0
Statistics,ST227,2022/23,112,67.5,12.8,0.0,53.1,61.0,68.5,14.2,75.2,82.9,84.9,91.0
Statistics,ST227,2023/24,109,63.2,13.1,0.0,46.0,55.0,65.0,17.0,72.0,78.0,81.6,92.0
Statistics,ST300,2019/20,97,71.8,10.8,47.0,59.6,63.0,70.0,17.0,80.0,86.0,89.2,95.0
Statistics,ST300,2020/21,98,58.6,13.7,0.0,42.8,53.0,61.0,14.0,67.0,71.0,77.1,87.0
Statistics,ST300,2021/22,94,59.4,15.8,0.0,44.3,55.0,64.0,13.0,68.0,72.0,75.3,86.0
Statistics,ST300,2022/23,87,58.3,16.2,0.0,38.0,51.5,61.0,18.5,70.0,76.0,78.0,91.0
Statistics,ST300,2023/24,83,54.2,16.6,9.0,32.2,44.5,56.0,23.5,68.0,72.0,75.7,82.0
Statistics,ST301,2019/20,72,69.2,11.9,40.0,50.0,63.8,70.0,11.5,75.2,81.0,88.4,92.0
Statistics,ST301,2020/21,70,80.1,15.2,28.0,61.3,74.5,84.5,16.5,91.0,95.1,97.0,99.0
Statistics,ST301,2021/22,75,59.1,17.2,0.0,42.0,51.5,63.0,19.5,71.0,75.6,77.6,90.0
Statistics,ST301,2022/23,93,59.0,16.2,0.0,40.2,51.0,61.0,18.0,69.0,78.0,82.0,86.0
Statistics,ST301,2023/24,74,60.4,17.7,0.0,40.0,51.0,63.0,19.2,70.2,79.4,89.7,95.0
Statistics,ST302,2019/20,108,70.0,21.1,1.0,43.0,58.0,72.0,29.0,87.0,95.0,96.0,100.0
Statistics,ST302,2020/21,123,57.8,16.3,6.0,40.0,48.0,62.0,22.0,70.0,74.8,81.0,97.0
Statistics,ST302,2021/22,106,60.8,15.7,0.0,40.0,53.0,63.0,16.0,69.0,77.5,80.8,93.0
Statistics,ST302,2022/23,117,59.4,17.1,2.0,38.4,51.0,63.0,19.0,70.0,77.4,84.0,93.0
Statistics,ST302,2023/24,131,60.4,18.8,2.0,40.0,48.5,61.0,26.5,75.0,84.0,87.0,92.0
Statistics,ST303,2019/20,41,66.8,16.6,34.0,45.0,55.0,68.0,23.0,78.0,85.0,93.0,100.0
Statistics,ST303,2020/21,27,74.1,17.3,40.0,50.2,61.0,76.0,28.0,89.0,94.0,96.1,100.0
Statistics,ST303,2021/22,47,76.6,14.5,29.0,59.6,73.0,80.0,12.5,85.5,88.4,90.0,98.0
Statistics,ST303,2022/23,61,75.1,13.5,31.0,59.0,67.0,75.0,18.0,85.0,90.0,95.0,98.0
Statistics,ST303,2023/24,67,65.3,17.1,16.0,43.0,53.0,69.0,26.5,79.5,84.0,87.4,95.0
Statistics,ST304,2019/20,58,77.7,9.4,55.0,67.0,69.0,79.0,16.0,85.0,88.6,90.2,99.0
Statistics,ST304,2020/21,62,58.8,14.6,23.0,38.2,51.0,60.0,18.0,69.0,76.8,79.0,90.0
Statistics,ST304,2021/22,41,56.7,16.8,0.0,34.0,51.0,60.0,16.0,67.0,72.0,77.0,85.0
Statistics,ST304,2022/23,48,56.4,20.8,0.0,23.4,48.8,57.5,20.2,69.0,81.3,84.6,96.0
Statistics,ST304,2023/24,49,57.9,17.0,0.0,39.4,47.0,59.0,23.0,70.0,78.0,79.6,87.0
Statistics,ST306,2019/20,68,72.2,14.7,24.0,56.7,64.0,71.5,21.0,85.0,87.3,89.3,91.0
Statistics,ST306,2020/21,74,71.8,10.0,40.0,60.0,66.0,72.0,14.0,80.0,82.7,86.0,91.0
Statistics,ST306,2021/22,60,56.4,22.2,0.0,26.0,41.5,61.0,32.8,74.2,81.2,85.0,93.0
Statistics,ST306,2022/23,57,50.5,24.7,0.0,16.2,40.0,51.0,27.0,67.0,83.2,88.2,98.0
Statistics,ST306,2023/24,47,60.5,22.9,0.0,32.2,51.0,62.0,26.0,77.0,86.8,90.4,96.0
Statistics,ST307,2019/20,14,70.4,8.4,60.0,61.6,64.2,70.5,9.5,73.8,76.4,82.6,93.0
Statistics,ST307,2020/21,17,69.2,6.6,60.0,62.0,64.0,70.0,9.0,73.0,77.8,80.0,84.0
Statistics,ST307,2021/22,11,66.5,7.6,56.0,58.0,60.5,66.0,12.0,72.5,77.0,77.5,78.0
Statistics,ST307,2022/23,9,67.7,8.7,55.0,59.0,60.0,70.0,13.0,73.0,75.8,79.4,83.0
Statistics,ST307,2023/24,15,67.5,9.6,42.0,58.8,63.0,70.0,11.0,74.0,75.6,77.5,81.0
Statistics,ST308,2019/20,62,70.4,11.6,40.0,56.2,64.0,70.0,13.8,77.8,86.0,88.9,93.0
Statistics,ST308,2020/21,60,63.2,13.4,30.0,45.8,55.8,63.0,15.8,71.5,82.1,83.1,87.0
Statistics,ST308,2021/22,62,58.4,21.5,0.0,29.6,47.2,62.0,25.5,72.8,85.3,87.9,91.0
Statistics,ST308,2022/23,59,61.5,14.8,15.0,40.8,54.5,64.0,17.0,71.5,77.4,80.0,83.0
Statistics,ST308,2023/24,63,63.6,13.2,35.0,47.2,54.5,61.0,19.5,74.0,82.0,84.9,89.0
Statistics,ST309,2019/20,48,73.8,6.6,46.0,66.7,70.0,76.5,8.0,78.0,79.3,81.0,82.0
Statistics,ST309,2020/21,64,69.3,8.7,48.0,55.6,65.0,72.0,11.0,76.0,78.7,80.8,82.0
Statistics,ST309,2021/22,46,70.5,5.1,54.0,63.5,68.2,71.0,5.5,73.8,76.5,77.8,79.0
Statistics,ST309,2022/23,65,70.5,6.3,49.0,63.4,67.0,72.0,8.0,75.0,78.0,78.0,80.0
Statistics,ST309,2023/24,62,70.6,11.5,0.0,63.1,68.0,73.0,9.0,77.0,80.0,80.0,83.0
Statistics,ST310,2020/21,61,76.6,8.3,56.0,66.0,72.0,75.0,9.0,81.0,87.0,90.0,97.0
Statistics,ST310,2021/22,42,73.8,7.1,59.0,65.0,68.2,75.0,8.8,77.0,83.9,84.9,91.0
Statistics,ST310,2022/23,68,73.0,5.1,58.0,66.7,70.0,74.0,6.0,76.0,78.3,79.0,81.0
Statistics,ST310,2023/24,84,72.1,10.8,0.0,64.0,68.8,74.0,9.2,78.0,82.0,83.0,84.0
Statistics,ST311,2021/22,24,73.9,7.8,59.0,64.3,70.2,72.5,10.0,80.2,84.4,85.0,87.0
Statistics,ST311,2022/23,33,74.0,5.1,63.0,67.2,70.0,75.0,7.0,77.0,80.6,81.4,82.0
Statistics,ST311,2023/24,38,69.6,12.2,8.0,61.4,67.2,72.0,8.8,76.0,78.3,79.0,82.0
Statistics,ST312,2019/20,7,54.9,8.5,45.0,46.8,49.5,52.0,9.5,59.0,64.0,67.0,70.0
Statistics,ST312,2022/23,12,59.8,9.6,38.0,50.4,54.8,62.5,11.2,66.0,69.6,70.9,72.0
Statistics,ST312,2023/24,18,64.4,10.0,37.0,52.7,62.0,67.0,8.8,70.8,74.0,74.4,77.0
Statistics,ST313,2022/23,13,69.7,4.0,65.0,66.2,68.0,69.0,2.0,70.0,74.2,77.0,80.0
Statistics,ST313,2023/24,35,71.9,5.2,58.0,66.0,69.0,72.0,7.0,76.0,78.0,78.3,79.0
Statistics,ST314,2023/24,22,62.0,12.8,31.0,46.8,57.0,61.5,13.5,70.5,77.8,80.8,86.0
Statistics,ST326,2019/20,51,72.3,15.4,24.0,51.0,60.5,73.0,23.5,84.0,90.0,95.5,97.0
Statistics,ST326,2020/21,60,54.1,20.5,0.0,19.8,43.8,58.5,25.2,69.0,74.2,78.1,95.0
Statistics,ST326,2021/22,84,55.0,16.8,0.0,33.6,48.2,58.5,17.8,66.0,71.7,76.5,88.0
Statistics,ST326,2022/23,52,56.6,20.6,0.0,32.3,49.0,60.5,18.2,67.2,75.0,79.9,100.0
Statistics,ST326,2023/24,65,59.6,15.9,20.0,39.4,50.0,61.0,20.0,70.0,79.2,82.8,93.0
Statistics,ST327,2019/20,50,70.6,7.2,51.0,61.9,65.0,70.0,11.8,76.8,79.1,81.5,87.0
Statistics,ST327,2020/21,60,67.5,11.3,0.0,60.0,63.0,70.0,11.0,74.0,78.0,80.0,83.0
Statistics,ST327,2021/22,52,65.7,11.7,0.0,57.3,61.0,67.5,10.0,71.0,74.0,76.0,81.0
Statistics,ST327,2022/23,55,65.9,11.8,0.0,56.4,61.5,68.0,10.5,72.0,74.6,80.0,81.0
Statistics,ST327,2023/24,54,68.1,13.1,0.0,56.3,63.0,71.0,11.8,74.8,80.0,82.3,90.0
Statistics,ST330,2019/20,69,72.0,11.8,33.0,56.0,64.0,74.0,17.0,81.0,86.2,89.6,92.0
Statistics,ST330,2020/21,70,63.1,16.4,7.0,40.9,56.2,65.5,18.8,75.0,82.0,83.5,90.0
Statistics,ST330,2021/22,65,60.8,15.7,0.0,41.6,51.0,63.0,20.0,71.0,79.4,83.0,91.0
Statistics,ST330,2022/23,64,56.4,20.7,0.0,28.0,43.8,56.0,27.2,71.0,82.7,85.8,89.0
Statistics,ST330,2023/24,63,65.3,14.3,0.0,50.6,60.0,68.0,13.5,73.5,78.8,81.8,92.0
