department,code,year,marks,mean,sd,min,q10,q25,median,IQR,q75,q90,q95,max
Economics,EC315,2019/20,102,65.2,7.6,42.0,55.0,61.0,66.0,10.0,71.0,73.0,74.9,80.0
Economics,EC315,2020/21,111,61.1,9.7,33.0,51.0,54.0,62.0,13.5,67.5,73.0,75.0,82.0
Economics,EC315,2021/22,69,65.5,11.3,40.0,52.8,57.0,66.0,16.0,73.0,78.2,85.4,90.0
Economics,EC315,2022/23,77,61.3,11.1,37.0,45.6,53.0,63.0,18.0,71.0,75.0,77.2,82.0
Economics,EC317,2019/20,74,70.2,8.3,53.0,58.0,64.5,70.0,11.5,76.0,81.4,83.3,86.0
Economics,EC317,2020/21,77,66.4,7.7,44.0,56.6,62.0,67.0,10.0,72.0,75.4,78.0,80.0
Economics,EC317,2021/22,68,63.3,10.0,37.0,50.0,57.8,64.5,13.2,71.0,75.0,76.7,79.0
Economics,EC317,2022/23,66,62.3,13.0,0.0,49.0,55.2,64.0,16.5,71.8,76.0,78.8,81.0
Economics,EC317,2023/24,20,72.2,7.4,56.0,63.0,67.0,73.5,9.2,76.2,78.1,79.6,90.0
Economics,EC319,2019/20,13,65.8,14.6,22.0,60.2,62.0,71.0,11.0,73.0,77.2,78.4,79.0
Economics,EC319,2021/22,9,60.9,13.9,47.0,49.4,53.0,55.0,13.0,66.0,82.0,84.0,86.0
Economics,EC319,2022/23,7,59.4,22.9,24.0,33.6,45.0,64.0,29.0,74.0,82.8,86.4,90.0
Economics,EC319,2023/24,16,56.9,15.0,31.0,38.0,46.0,57.0,21.0,67.0,75.5,76.8,79.0
Economics,EC321,2019/20,94,72.2,14.2,30.0,53.3,62.2,76.0,20.5,82.8,88.0,90.3,94.0
Economics,EC321,2020/21,103,64.9,12.0,36.0,46.2,57.0,66.0,17.0,74.0,77.0,82.0,91.0
Economics,EC321,2021/22,79,59.6,11.4,25.0,45.8,54.0,60.0,13.0,67.0,72.0,76.1,83.0
Economics,EC321,2022/23,48,64.3,10.0,40.0,52.7,57.0,66.0,15.0,72.0,75.3,76.0,84.0
Economics,EC321,2023/24,50,62.7,12.3,30.0,44.0,58.5,64.0,13.5,72.0,75.0,78.7,84.0
Economics,EC325,2019/20,233,71.7,8.7,44.0,60.2,67.0,72.0,10.0,77.0,82.8,86.0,95.0
Economics,EC325,2020/21,222,67.9,7.5,46.0,58.1,63.2,69.0,9.8,73.0,77.0,79.0,85.0
Economics,EC325,2021/22,179,65.9,9.5,38.0,52.0,62.0,67.0,10.0,72.0,77.0,81.0,90.0
Economics,EC325,2022/23,231,66.1,9.4,20.0,54.0,62.0,67.0,10.0,72.0,77.0,79.0,94.0
Economics,EC325,2023/24,222,65.1,10.5,12.0,53.0,62.0,65.5,10.0,72.0,75.0,79.0,89.0
Economics,EC330,2023/24,32,68.0,8.4,51.0,57.2,62.0,70.0,10.5,72.5,78.9,80.5,85.0
Economics,EC331,2019/20,10,70.5,4.1,65.0,65.9,68.0,70.0,4.5,72.5,77.0,77.0,77.0
Economics,EC331,2020/21,13,71.6,4.3,65.0,65.2,67.0,73.0,8.0,75.0,75.8,76.0,76.0
Economics,EC331,2021/22,13,72.5,6.6,60.0,66.2,68.0,74.0,7.0,75.0,79.6,82.0,85.0
Economics,EC331,2022/23,8,76.8,7.6,68.0,69.4,72.2,75.0,7.0,79.2,87.2,88.6,90.0
Economics,EC331,2023/24,7,71.3,2.9,67.0,67.6,69.5,71.0,4.5,74.0,74.0,74.0,74.0
Economics,EC333,2019/20,35,73.3,7.9,65.0,66.0,67.0,68.0,14.0,81.0,84.6,87.0,89.0
Economics,EC333,2020/21,47,68.5,6.8,56.0,60.0,64.0,67.0,9.5,73.5,77.4,79.4,82.0
Economics,EC333,2021/22,38,63.9,10.0,50.0,52.0,56.2,62.0,14.5,70.8,76.3,81.9,89.0
Economics,EC333,2022/23,23,68.3,10.9,44.0,56.4,61.5,68.0,15.5,77.0,80.8,81.9,84.0
Economics,EC333,2023/24,22,64.8,9.1,53.0,55.1,58.0,63.0,11.2,69.2,77.0,81.8,83.0
Economics,EC334,2023/24,19,70.3,8.2,58.0,59.8,63.5,69.0,13.5,77.0,80.2,81.3,84.0
Economics,EC335,2023/24,22,56.4,9.0,42.0,43.4,51.2,54.5,10.8,62.0,69.6,70.0,73.0
Economics,EC336,2023/24,6,81.2,8.3,71.0,71.5,74.0,82.5,14.0,88.0,89.5,89.8,90.0
Economics,EC337,2023/24,6,61.3,9.7,49.0,50.0,53.2,63.5,14.5,67.8,70.5,71.8,73.0
Economics,EC338,2023/24,43,75.3,18.6,3.0,51.2,69.5,80.0,18.5,88.0,91.0,92.9,94.0
Economics,EC339,2023/24,51,61.9,14.1,26.0,46.0,52.5,63.0,20.0,72.5,79.0,82.0,86.0
History,EH101,2019/20,136,66.1,5.7,46.0,60.0,63.0,66.0,7.0,70.0,73.0,75.0,78.0
History,EH101,2020/21,162,62.1,6.6,40.0,53.1,58.0,63.0,8.0,66.0,70.0,72.9,75.0
History,EH101,2021/22,102,68.5,8.3,42.0,57.1,63.0,70.0,11.0,74.0,80.0,81.9,84.0
History,EH101,2022/23,124,65.9,9.0,41.0,54.3,61.0,67.0,11.0,72.0,76.0,79.0,83.0
History,EH101,2023/24,115,64.8,8.3,40.0,55.0,60.0,66.0,11.0,71.0,74.6,76.3,82.0
History,EH102,2019/20,62,57.5,17.0,0.0,47.1,55.2,61.5,10.8,66.0,70.9,72.0,81.0
History,EH102,2020/21,83,64.6,9.4,0.0,58.0,62.0,66.0,7.5,69.5,72.0,74.0,82.0
History,EH102,2021/22,62,66.5,10.6,0.0,62.0,63.2,66.0,7.8,71.0,75.0,77.9,85.0
History,EH102,2022/23,57,67.0,7.2,46.0,58.0,62.0,68.0,11.0,73.0,75.0,75.0,78.0
History,EH102,2023/24,61,65.0,6.7,49.0,57.0,60.0,65.0,10.0,70.0,73.0,75.0,79.0
History,EH111,2023/24,21,67.0,6.7,56.0,60.0,62.0,66.0,9.0,71.0,75.0,76.0,85.0
History,EH204,2019/20,16,65.1,6.2,55.0,57.5,61.0,66.0,6.2,67.2,71.5,74.5,79.0
History,EH204,2021/22,23,64.2,15.9,0.0,57.2,60.5,66.0,12.5,73.0,75.0,75.0,82.0
History,EH204,2022/23,19,67.9,5.9,56.0,61.4,64.5,67.0,6.5,71.0,75.6,78.1,79.0
History,EH204,2023/24,40,67.4,4.2,54.0,63.9,65.8,67.0,3.2,69.0,73.0,75.0,75.0
History,EH207,2019/20,51,65.4,4.5,55.0,60.0,63.0,66.0,4.5,67.5,70.0,71.5,78.0
History,EH207,2020/21,41,65.7,3.7,57.0,61.0,63.0,66.0,5.0,68.0,70.0,71.0,75.0
History,EH207,2021/22,41,67.9,7.4,54.0,58.0,63.0,67.0,9.0,72.0,76.0,78.0,85.0
History,EH207,2022/23,19,69.8,5.9,61.0,64.0,65.0,69.0,7.5,72.5,78.6,81.1,82.0
History,EH207,2023/24,27,68.7,3.5,62.0,65.0,66.0,68.0,5.5,71.5,74.0,74.0,75.0
History,EH209,2020/21,12,73.7,7.4,61.0,68.1,69.8,71.5,8.8,78.5,83.6,85.3,87.0
History,EH209,2021/22,10,72.7,6.5,63.0,64.8,68.0,74.0,7.8,75.8,77.8,81.4,85.0
History,EH209,2022/23,15,68.5,7.4,52.0,61.4,65.0,68.0,8.0,73.0,76.6,79.9,82.0
History,EH209,2023/24,3,65.7,6.5,59.0,60.4,62.5,66.0,6.5,69.0,70.8,71.4,72.0
History,EH215,2022/23,6,72.0,7.0,68.0,68.0,68.0,68.0,5.2,73.2,80.0,82.5,85.0
History,EH215,2023/24,5,72.4,6.2,65.0,65.8,67.0,75.0,8.0,75.0,78.0,79.0,80.0
History,EH221,2022/23,23,68.5,5.4,61.0,62.2,64.0,68.0,11.0,75.0,75.0,75.0,75.0
History,EH222,2022/23,16,66.8,5.4,58.0,60.5,62.8,66.0,9.2,72.0,72.0,73.5,78.0
History,EH222,2023/24,22,69.5,4.9,57.0,63.2,67.2,69.5,5.8,73.0,75.0,75.0,76.0
History,EH225,2019/20,18,65.4,9.7,50.0,53.1,58.5,66.0,13.8,72.2,75.9,79.0,85.0
History,EH225,2020/21,21,66.5,6.8,53.0,58.0,62.0,67.0,9.0,71.0,74.0,75.0,79.0
History,EH225,2021/22,17,70.1,6.0,61.0,63.2,66.0,70.0,9.0,75.0,76.2,78.8,82.0
History,EH225,2023/24,27,66.4,11.2,44.0,51.2,58.0,66.0,16.5,74.5,81.2,84.4,85.0
History,EH237,2019/20,66,68.0,10.7,0.0,60.0,65.0,70.0,8.0,73.0,77.0,79.8,82.0
History,EH237,2020/21,67,67.9,10.2,0.0,60.6,65.0,69.0,8.0,73.0,76.4,78.0,80.0
History,EH237,2021/22,86,65.1,14.5,0.0,55.5,61.0,67.5,11.8,72.8,76.0,79.5,86.0
History,EH237,2022/23,76,65.3,10.4,0.0,59.0,62.0,66.5,9.0,71.0,74.5,76.2,86.0
History,EH237,2023/24,72,65.8,13.0,0.0,59.1,63.0,68.0,9.0,72.0,75.9,78.0,80.0
History,EH238,2019/20,15,61.7,10.0,43.0,50.8,53.0,64.0,16.0,69.0,73.2,74.3,75.0
History,EH238,2020/21,13,58.0,19.5,0.0,50.0,57.0,63.0,9.0,66.0,72.2,76.6,82.0
History,EH238,2022/23,6,70.8,7.2,58.0,63.0,68.8,72.5,7.5,76.2,77.0,77.0,77.0
History,EH238,2023/24,19,72.0,7.8,56.0,64.0,67.5,70.0,8.0,75.5,83.2,84.1,85.0
History,EH240,2019/20,57,64.1,10.2,0.0,58.4,62.0,65.0,8.0,70.0,72.0,73.0,75.0
History,EH240,2020/21,59,66.4,6.7,47.0,57.0,63.5,67.0,7.5,71.0,73.2,75.2,78.0
History,EH240,2021/22,64,61.8,13.8,0.0,52.0,58.0,64.0,10.0,68.0,72.7,77.5,82.0
History,EH240,2022/23,82,61.2,10.2,0.0,52.0,58.0,62.0,7.0,65.0,75.0,75.0,85.0
History,EH240,2023/24,67,62.2,10.7,0.0,54.2,58.0,62.0,9.0,67.0,73.4,76.1,80.0
History,EH304,2019/20,15,65.6,6.2,56.0,57.4,61.5,66.0,8.5,70.0,74.2,75.0,75.0
History,EH304,2020/21,15,64.3,8.0,42.0,56.0,62.5,68.0,7.5,70.0,70.6,71.6,73.0
History,EH304,2021/22,17,67.4,4.9,60.0,61.0,64.0,68.0,7.0,71.0,72.0,73.2,78.0
History,EH304,2023/24,17,65.7,7.2,49.0,60.6,62.0,64.0,7.0,69.0,76.2,78.0,78.0
History,EH306,2019/20,16,66.2,4.6,55.0,63.5,64.0,65.0,6.0,70.0,70.5,72.2,76.0
History,EH306,2020/21,14,69.2,8.5,58.0,58.6,64.2,67.0,11.0,75.2,80.2,83.0,85.0
History,EH306,2021/22,10,68.3,5.1,62.0,62.0,65.0,68.0,8.2,73.2,75.0,75.0,75.0
History,EH306,2022/23,13,64.6,14.7,20.0,58.8,65.0,65.0,10.0,75.0,75.0,75.0,75.0
History,EH306,2023/24,18,70.8,9.3,43.0,65.1,67.2,70.0,7.8,75.0,80.1,85.0,85.0
History,EH307,2019/20,24,67.8,4.6,60.0,62.0,65.0,67.5,5.2,70.2,73.7,75.7,77.0
History,EH307,2020/21,19,68.4,5.4,57.0,60.8,66.0,70.0,4.0,70.0,74.4,76.4,80.0
History,EH307,2021/22,9,71.8,4.5,67.0,67.0,68.0,71.0,8.0,76.0,78.0,78.0,78.0
History,EH307,2022/23,10,70.0,5.5,62.0,64.7,65.0,71.5,10.0,75.0,75.0,75.0,75.0
History,EH308,2019/20,20,68.6,7.0,56.0,62.0,64.8,67.0,5.5,70.2,75.0,84.0,85.0
History,EH308,2020/21,13,68.7,6.9,59.0,60.4,63.0,68.0,12.0,75.0,77.4,78.4,79.0
History,EH308,2021/22,19,67.2,8.9,50.0,56.2,62.5,67.0,9.5,72.0,76.0,80.5,85.0
History,EH308,2022/23,16,68.7,9.1,51.0,58.5,63.0,70.0,10.0,73.0,80.0,82.8,85.0
History,EH308,2023/24,18,70.2,4.8,62.0,63.7,66.0,70.5,8.8,74.8,76.0,76.0,76.0
History,EH312,2019/20,8,71.4,8.7,64.0,64.7,65.8,67.5,8.8,74.5,85.0,85.0,85.0
History,EH312,2020/21,12,68.0,7.4,54.0,63.1,64.0,67.5,6.2,70.2,78.2,80.3,82.0
History,EH312,2021/22,13,69.1,7.3,62.0,63.0,63.0,66.0,10.0,73.0,78.2,81.4,85.0
History,EH312,2022/23,16,68.4,9.0,53.0,58.0,63.0,67.0,10.5,73.5,80.0,82.8,85.0
History,EH312,2023/24,13,63.8,5.3,56.0,58.2,59.0,63.0,10.0,69.0,70.8,71.0,71.0
History,EH314,2021/22,17,71.0,10.0,50.0,61.2,64.0,72.0,13.0,77.0,82.0,86.0,90.0
History,EH314,2022/23,15,68.4,8.2,55.0,60.2,62.5,68.0,12.5,75.0,78.0,81.5,85.0
History,EH314,2023/24,13,69.1,8.0,55.0,58.2,65.0,70.0,10.0,75.0,77.0,78.2,80.0
History,EH316,2019/20,15,67.7,13.4,24.0,60.8,68.0,70.0,4.0,72.0,75.0,78.0,85.0
History,EH316,2022/23,15,66.0,7.9,48.0,55.8,63.0,67.0,9.0,72.0,75.0,75.0,75.0
History,EH316,2023/24,10,69.4,8.2,52.0,61.0,65.5,72.0,8.8,74.2,77.3,78.7,80.0
History,EH317,2022/23,15,63.8,11.8,37.0,50.8,60.0,65.0,11.5,71.5,75.0,78.0,85.0
History,EH317,2023/24,14,62.9,9.5,42.0,54.2,58.8,62.0,10.0,68.8,71.4,75.5,82.0
History,EH326,2019/20,16,70.5,6.3,57.0,63.5,68.0,70.0,5.0,73.0,76.5,79.8,85.0
History,EH326,2020/21,14,66.0,6.9,51.0,55.3,65.2,69.0,4.8,70.0,71.7,72.3,73.0
History,EH326,2021/22,18,71.2,4.0,65.0,67.1,68.0,71.5,7.0,75.0,75.0,75.0,75.0
History,EH326,2022/23,16,72.3,6.1,62.0,65.0,65.0,75.0,10.0,75.0,75.0,77.5,85.0
History,EH327,2020/21,6,67.7,6.9,58.0,59.5,62.8,69.5,9.0,71.8,74.0,75.0,76.0
History,EH327,2022/23,10,72.8,8.0,62.0,65.6,67.2,69.5,12.5,79.8,82.3,83.7,85.0
History,EH327,2023/24,15,69.5,8.1,50.0,61.6,65.5,72.0,8.0,73.5,78.6,79.9,82.0
History,EH390,2019/20,67,69.8,11.1,18.0,61.6,63.0,71.0,12.0,75.0,82.4,84.0,93.0
History,EH390,2020/21,63,69.8,8.3,50.0,59.0,63.5,69.0,11.5,75.0,80.8,84.0,84.0
History,EH390,2021/22,57,66.5,9.9,43.0,53.6,62.0,66.0,12.0,74.0,79.0,83.0,93.0
History,EH390,2022/23,70,67.6,10.4,37.0,54.7,62.2,68.0,12.8,75.0,80.5,85.0,85.0
History,EH390,2023/24,70,68.5,8.5,45.0,57.0,63.5,68.0,11.5,75.0,75.5,83.6,90.0
History,EH391,2020/21,6,69.7,4.9,66.0,66.0,66.0,67.5,6.0,72.0,75.5,76.8,78.0
History,EH391,2021/22,6,68.2,7.9,58.0,59.5,62.5,68.5,10.5,73.0,76.5,77.8,79.0
History,EH391,2022/23,8,65.9,6.9,56.0,57.4,61.0,66.5,9.8,70.8,73.6,74.3,75.0
Finance,FM100,2019/20,49,69.4,11.6,44.0,54.0,60.0,70.0,19.0,79.0,82.2,85.2,89.0
Finance,FM100,2020/21,68,64.9,10.0,29.0,53.7,60.0,67.0,10.2,70.2,75.3,78.6,87.0
Finance,FM100,2021/22,54,65.4,14.8,0.0,46.6,60.2,70.5,13.8,74.0,79.7,81.7,87.0
Finance,FM100,2022/23,73,65.3,12.1,29.0,51.0,60.0,66.0,14.0,74.0,78.0,83.4,89.0
Finance,FM100,2023/24,66,66.8,12.0,41.0,50.5,56.2,68.0,19.8,76.0,83.0,86.5,89.0
Finance,FM101,2019/20,258,72.7,8.6,46.0,60.0,68.0,74.0,12.0,80.0,82.0,83.0,87.0
Finance,FM101,2020/21,357,72.4,7.0,33.0,65.0,70.0,74.0,7.0,77.0,80.0,81.0,84.0
Finance,FM101,2021/22,316,63.2,8.0,28.0,52.0,60.0,64.0,10.0,70.0,72.5,74.2,84.0
Finance,FM101,2022/23,375,66.2,8.9,31.0,53.4,62.0,67.0,12.0,74.0,77.0,77.0,81.0
Finance,FM101,2023/24,473,62.2,12.2,22.0,45.0,54.0,62.0,16.0,70.0,77.0,80.0,98.0
Finance,FM102,2023/24,64,67.3,11.5,41.0,52.0,61.0,67.0,13.2,74.2,83.7,84.8,91.0
Finance,FM200,2019/20,47,63.3,9.6,40.0,48.4,58.5,65.0,11.5,70.0,75.0,76.4,80.0
Finance,FM200,2020/21,47,62.5,8.2,47.0,52.0,56.0,62.0,11.0,67.0,72.4,77.1,85.0
Finance,FM200,2021/22,61,61.6,11.8,19.0,46.0,56.0,63.0,12.0,68.0,74.0,75.0,89.0
Finance,FM200,2022/23,56,65.2,11.5,4.0,54.0,60.0,67.0,13.0,73.0,76.0,77.2,81.0
Finance,FM200,2023/24,71,62.3,11.0,41.0,46.0,52.5,64.0,18.0,70.5,75.0,78.0,82.0
Finance,FM201,2019/20,46,70.3,12.1,40.0,59.5,63.2,70.0,16.8,80.0,84.0,85.8,96.0
Finance,FM201,2020/21,48,65.8,9.8,41.0,52.7,60.8,65.5,9.8,70.5,78.0,82.7,87.0
Finance,FM201,2021/22,61,64.7,10.4,40.0,53.0,58.0,63.0,15.0,73.0,79.0,83.0,86.0
Finance,FM201,2022/23,54,67.0,14.4,0.0,53.2,63.0,68.0,13.0,76.0,80.7,84.3,88.0
Finance,FM201,2023/24,70,65.7,10.4,42.0,51.9,61.0,65.0,11.0,72.0,80.0,82.0,89.0
Finance,FM212,2019/20,282,68.7,11.2,10.0,53.0,62.0,70.0,14.0,76.0,82.0,84.9,95.0
Finance,FM212,2020/21,249,70.9,11.8,15.0,54.8,65.0,73.0,15.0,80.0,83.0,85.0,97.0
Finance,FM212,2021/22,303,59.2,13.8,14.0,42.0,51.0,60.0,19.0,70.0,75.0,81.0,97.0
Finance,FM212,2022/23,225,62.7,13.3,23.0,45.0,50.0,63.0,21.0,71.0,80.6,85.8,96.0
Finance,FM212,2023/24,219,59.2,13.0,8.0,44.0,50.0,60.0,16.0,66.0,76.2,83.1,93.0
Finance,FM213,2019/20,461,82.3,12.2,40.0,66.0,76.0,85.0,15.0,91.0,96.0,98.0,100.0
Finance,FM213,2020/21,449,79.8,11.7,40.0,64.0,73.0,81.0,15.0,88.0,94.2,97.0,100.0
Finance,FM213,2021/22,512,60.1,16.1,1.0,41.0,50.0,60.0,21.0,71.0,81.0,86.4,97.0
Finance,FM213,2022/23,446,65.1,15.6,22.0,42.5,53.0,66.0,24.0,77.0,84.5,89.8,97.0
Finance,FM213,2023/24,485,57.2,12.4,0.0,42.0,48.0,57.0,18.0,66.0,73.0,76.8,89.0
Finance,FM300,2019/20,270,80.7,10.4,42.0,67.0,75.2,82.0,12.8,88.0,92.0,94.0,98.0
Finance,FM300,2020/21,318,68.7,11.2,25.0,52.0,61.0,70.0,16.0,77.0,82.3,85.0,91.0
Finance,FM300,2021/22,278,59.9,12.5,4.0,41.0,50.0,60.0,20.0,70.0,74.0,78.1,87.0
Finance,FM300,2022/23,319,61.9,14.2,17.0,43.0,51.0,63.0,21.0,72.0,80.0,83.1,95.0
Finance,FM300,2023/24,226,65.8,16.3,0.0,50.0,57.0,67.0,21.8,78.8,86.0,88.0,92.0
Finance,FM301,2019/20,34,69.7,4.5,61.0,64.0,66.0,70.0,7.5,73.5,75.0,75.3,79.0
Finance,FM301,2020/21,47,68.8,7.7,44.0,60.0,63.5,70.0,12.0,75.5,77.0,78.7,82.0
Finance,FM301,2021/22,47,68.5,9.6,40.0,55.0,62.0,70.0,12.5,74.5,79.4,80.7,82.0
Finance,FM301,2022/23,59,71.4,6.9,48.0,64.6,66.5,72.0,10.5,77.0,80.2,81.1,83.0
Finance,FM301,2023/24,49,67.6,4.3,56.0,62.0,66.0,67.0,4.0,70.0,72.4,74.6,76.0
Finance,FM302,2019/20,34,65.8,8.0,47.0,55.3,61.0,67.0,10.0,71.0,74.7,76.7,79.0
Finance,FM302,2020/21,47,64.4,9.7,40.0,52.2,58.5,67.0,12.5,71.0,76.0,78.4,80.0
Finance,FM302,2021/22,46,63.7,10.3,43.0,51.0,57.0,63.0,13.8,70.8,74.5,81.8,86.0
Finance,FM302,2022/23,60,63.9,9.8,44.0,51.8,57.0,62.5,13.5,70.5,79.0,80.0,86.0
Finance,FM302,2023/24,48,64.6,6.2,50.0,55.0,60.0,66.0,10.0,70.0,71.3,73.7,78.0
Finance,FM304,2019/20,35,73.7,13.0,50.0,55.0,68.0,71.0,18.0,86.0,90.6,91.3,92.0
Finance,FM304,2020/21,47,65.0,11.2,40.0,51.0,60.0,64.0,13.0,73.0,78.8,81.0,85.0
Finance,FM304,2021/22,47,68.9,10.9,50.0,52.2,61.5,67.0,14.0,75.5,83.8,86.4,91.0
Finance,FM304,2022/23,59,62.8,11.2,0.0,51.0,60.0,62.0,11.0,71.0,72.2,76.1,80.0
Finance,FM304,2023/24,49,62.0,13.4,3.0,52.0,55.0,64.0,16.0,71.0,74.0,75.8,79.0
Finance,FM305,2019/20,34,62.3,9.8,40.0,51.3,55.0,64.0,14.5,69.5,72.0,77.3,78.0
Finance,FM305,2020/21,47,65.0,12.3,40.0,48.8,56.5,64.0,19.5,76.0,81.2,84.7,87.0
Finance,FM305,2021/22,46,60.5,11.0,25.0,50.0,53.2,60.0,12.8,66.0,73.0,78.8,86.0
Finance,FM305,2022/23,60,60.0,13.3,25.0,45.9,51.8,60.0,18.2,70.0,78.4,83.0,91.0
Finance,FM305,2023/24,49,60.7,16.1,3.0,48.4,55.0,66.0,15.0,70.0,74.6,79.0,80.0
Finance,FM320,2019/20,76,71.2,10.9,4.0,60.0,67.0,73.5,10.0,77.0,79.5,82.5,90.0
Finance,FM320,2020/21,92,70.5,11.2,31.0,55.1,64.8,71.0,13.2,78.0,83.0,86.9,92.0
Finance,FM320,2021/22,98,66.7,12.7,0.0,51.7,62.0,68.0,13.0,75.0,80.0,82.0,85.0
Finance,FM321,2019/20,34,68.3,10.3,42.0,56.0,60.5,70.0,15.5,76.0,79.7,83.0,87.0
Finance,FM321,2020/21,47,64.3,8.4,46.0,53.4,60.5,64.0,9.5,70.0,73.4,78.7,81.0
Finance,FM321,2021/22,46,65.7,11.5,25.0,53.0,61.0,65.5,11.0,72.0,78.0,82.0,89.0
Finance,FM321,2022/23,165,67.8,10.3,37.0,53.0,61.0,70.0,14.0,75.0,79.6,82.8,90.0
Finance,FM321,2023/24,147,66.5,8.4,40.0,56.6,62.0,66.0,10.5,72.5,77.0,79.0,94.0
Finance,FM322,2019/20,36,70.1,7.8,56.0,59.0,65.2,70.0,10.2,75.5,80.0,81.2,85.0
Finance,FM322,2020/21,47,69.3,16.1,33.0,45.6,60.0,72.0,20.0,80.0,91.0,92.0,96.0
Finance,FM322,2021/22,46,60.9,15.6,18.0,41.5,54.0,62.5,16.8,70.8,78.5,84.5,92.0
Finance,FM322,2022/23,155,62.4,16.4,0.0,44.4,55.5,64.0,14.5,70.0,82.0,85.0,98.0
Finance,FM322,2023/24,124,61.5,16.6,7.0,44.0,53.0,64.0,17.0,70.0,80.0,88.8,96.0
Government,GV100,2019/20,231,64.5,4.6,40.0,59.0,62.0,65.0,5.0,67.0,70.0,72.0,74.0
Government,GV100,2020/21,279,64.2,8.6,0.0,60.0,63.0,65.0,5.0,68.0,69.2,71.0,74.0
Government,GV100,2021/22,272,63.6,8.7,0.0,59.0,62.0,65.0,5.0,67.0,69.0,70.0,76.0
Government,GV100,2022/23,317,63.5,9.2,0.0,59.0,62.0,65.0,6.0,68.0,70.0,71.0,73.0
Government,GV100,2023/24,307,63.6,10.5,0.0,59.0,62.0,65.0,6.0,68.0,70.0,71.0,75.0
Government,GV101,2019/20,273,62.9,5.0,39.0,57.0,60.0,64.0,6.0,66.0,69.0,70.0,72.0
Government,GV101,2020/21,323,64.6,8.7,0.0,58.2,63.0,66.0,6.0,69.0,71.0,73.0,75.0
Government,GV101,2021/22,245,63.2,9.8,0.0,59.0,62.0,65.0,5.0,67.0,69.0,69.8,73.0
Government,GV101,2022/23,377,65.5,6.1,0.0,62.0,64.0,66.0,4.0,68.0,70.0,71.0,74.0
Government,GV101,2023/24,288,62.4,9.4,0.0,57.0,61.0,64.0,6.0,67.0,68.0,70.0,74.0
Government,GV225,2019/20,66,66.0,8.9,30.0,57.0,63.2,67.0,7.5,70.8,74.5,76.8,86.0
Government,GV225,2020/21,41,68.5,8.8,42.0,57.0,63.0,69.0,11.0,74.0,80.0,81.0,82.0
Government,GV225,2021/22,34,64.4,7.8,48.0,53.3,59.0,64.5,12.0,71.0,74.0,75.3,78.0
Government,GV225,2022/23,40,63.5,13.3,0.0,53.0,59.2,64.0,13.0,72.2,75.1,76.0,89.0
Government,GV225,2023/24,24,62.8,9.0,45.0,52.9,56.0,62.5,14.0,70.0,74.7,75.8,81.0
Government,GV245,2019/20,54,70.1,5.1,61.0,64.0,66.0,70.0,8.5,74.5,76.7,79.0,82.0
Government,GV245,2020/21,47,66.6,4.7,47.0,61.0,65.0,67.0,4.5,69.5,72.0,72.7,73.0
Government,GV245,2021/22,63,66.4,2.8,61.0,62.2,64.0,67.0,4.0,68.0,70.0,71.0,73.0
Government,GV245,2022/23,3,44.3,38.5,0.0,12.8,32.0,64.0,34.5,66.5,68.0,68.5,69.0
Government,GV245,2023/24,74,64.4,9.7,0.0,59.3,62.0,65.0,6.0,68.0,72.7,73.3,79.0
Government,GV248,2019/20,84,65.9,5.2,42.0,60.0,63.8,66.0,5.2,69.0,71.0,73.8,76.0
Government,GV248,2020/21,67,62.7,14.3,0.0,60.0,62.0,66.0,7.0,69.0,71.0,72.0,73.0
Government,GV248,2021/22,71,64.7,9.6,0.0,58.0,62.0,66.0,7.0,69.0,72.0,73.0,76.0
Government,GV248,2022/23,97,65.1,9.1,0.0,59.0,63.0,67.0,6.0,69.0,72.0,74.0,76.0
Government,GV248,2023/24,97,65.9,5.4,44.0,60.0,63.0,67.0,7.0,70.0,72.0,72.2,76.0
Government,GV249,2019/20,78,70.3,11.8,0.0,60.0,66.2,71.0,11.8,78.0,81.0,82.3,86.0
Government,GV249,2020/21,66,67.2,8.5,37.0,60.0,62.0,68.0,11.0,73.0,76.0,78.8,82.0
Government,GV249,2021/22,82,67.5,11.6,0.0,55.1,63.5,69.0,11.5,75.0,79.0,80.0,83.0
Government,GV249,2023/24,125,65.5,8.9,43.0,53.0,60.0,66.0,12.0,72.0,76.6,79.0,83.0
Government,GV251,2019/20,41,67.0,4.0,57.0,61.0,65.0,67.0,5.0,70.0,72.0,72.0,76.0
Government,GV251,2020/21,52,66.0,4.6,56.0,58.2,63.0,66.5,7.0,70.0,71.0,71.4,74.0
Government,GV251,2021/22,47,65.2,5.8,51.0,56.6,62.5,66.0,7.5,70.0,72.0,72.0,74.0
Government,GV251,2022/23,61,62.6,5.9,50.0,54.0,58.0,63.0,10.0,68.0,70.0,70.0,74.0
Government,GV251,2023/24,17,66.9,4.6,59.0,61.2,63.0,68.0,7.0,70.0,72.4,73.2,74.0
Government,GV252,2023/24,25,63.7,9.5,47.0,53.4,56.0,64.0,15.0,71.0,76.6,77.0,85.0
Government,GV262,2019/20,84,64.8,4.9,53.0,58.0,61.0,65.0,7.0,68.0,70.0,73.0,75.0
Government,GV262,2020/21,59,64.2,5.0,46.0,58.0,62.0,65.0,5.0,67.0,70.0,71.2,74.0
Government,GV262,2021/22,82,59.8,16.0,0.0,53.2,61.0,64.0,5.8,66.8,69.0,70.0,74.0
